ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10443720007382518,08/25/2022,08/26/2022 06:53:13,01:15,01:30,.365,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,01:30,01:45,.055,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,01:45,02:00,.053,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,02:00,02:15,.386,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,02:15,02:30,.047,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,02:30,02:45,.046,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,02:45,03:00,.028,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,03:00,03:15,.331,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,03:15,03:30,.042,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,03:30,03:45,.038,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,03:45,04:00,.348,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,04:00,04:15,.041,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,04:15,04:30,.041,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,04:30,04:45,.04,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,04:45,05:00,.144,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,05:00,05:15,.206,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,05:15,05:30,.04,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,05:30,05:45,.041,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,05:45,06:00,.038,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,06:00,06:15,.206,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,06:15,06:30,.12,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,06:30,06:45,.04,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,06:45,07:00,.041,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,07:00,07:15,.038,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,07:15,07:30,.038,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,07:30,07:45,.288,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,07:45,08:00,.041,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,08:00,08:15,.422,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,08:15,08:30,.089,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,08:30,08:45,.449,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,08:45,09:00,.193,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,09:00,09:15,.365,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,09:15,09:30,.528,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,09:30,09:45,.509,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,09:45,10:00,.197,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,10:00,10:15,.468,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,10:15,10:30,.622,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,10:30,10:45,.36,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,10:45,11:00,.281,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,11:00,11:15,.61,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,11:15,11:30,.539,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,11:30,11:45,.125,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,11:45,12:00,.582,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,12:00,12:15,.456,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,12:15,12:30,.205,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,12:30,12:45,.499,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,12:45,13:00,.06,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,13:00,13:15,.5,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,13:15,13:30,.481,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,13:30,13:45,.096,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,13:45,14:00,.586,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,14:00,14:15,.415,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,14:15,14:30,.168,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,14:30,14:45,.562,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,14:45,15:00,.511,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,15:00,15:15,.188,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,15:15,15:30,.66,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,15:30,15:45,.649,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,15:45,16:00,.409,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,16:00,16:15,.499,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,16:15,16:30,.773,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,16:30,16:45,.22,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,16:45,17:00,.418,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,17:00,17:15,.661,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,17:15,17:30,.532,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,17:30,17:45,.412,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,17:45,18:00,.647,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,18:00,18:15,.937,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,18:15,18:30,.089,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,18:30,18:45,.628,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,18:45,19:00,.668,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,19:00,19:15,.532,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,19:15,19:30,.413,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,19:30,19:45,.59,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,19:45,20:00,.112,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,20:00,20:15,.804,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,20:15,20:30,.511,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,20:30,20:45,.062,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,20:45,21:00,.568,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,21:00,21:15,.089,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,21:15,21:30,.517,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,21:30,21:45,.283,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,21:45,22:00,.458,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,22:00,22:15,.168,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,22:15,22:30,.352,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,22:30,22:45,.274,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,22:45,23:00,.362,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,23:00,23:15,.382,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,23:15,23:30,.665,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,23:30,23:45,.212,A,Consumption
'10443720007382518,08/25/2022,08/26/2022 06:53:13,23:45,00:00,.422,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,00:00,00:15,.046,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,00:15,00:30,.182,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,00:30,00:45,.271,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,00:45,01:00,.041,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,01:00,01:15,.403,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,01:15,01:30,.041,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,01:30,01:45,.311,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,01:45,02:00,.136,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,02:00,02:15,.044,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,02:15,02:30,.41,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,02:30,02:45,.053,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,02:45,03:00,.043,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,03:00,03:15,.389,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,03:15,03:30,.04,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,03:30,03:45,.038,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,03:45,04:00,.318,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,04:00,04:15,.11,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,04:15,04:30,.029,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,04:30,04:45,.041,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,04:45,05:00,.376,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,05:00,05:15,.038,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,05:15,05:30,.031,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,05:30,05:45,.032,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,05:45,06:00,.354,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,06:00,06:15,.038,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,06:15,06:30,.038,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,06:30,06:45,.025,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,06:45,07:00,.328,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,07:00,07:15,.041,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,07:15,07:30,.038,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,07:30,07:45,.031,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,07:45,08:00,.344,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,08:00,08:15,.056,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,08:15,08:30,.07,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,08:30,08:45,.398,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,08:45,09:00,.06,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,09:00,09:15,.497,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,09:15,09:30,.644,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,09:30,09:45,.469,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,09:45,10:00,.269,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,10:00,10:15,.6,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,10:15,10:30,.594,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,10:30,10:45,.119,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,10:45,11:00,.506,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,11:00,11:15,.576,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,11:15,11:30,.215,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,11:30,11:45,.469,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,11:45,12:00,.749,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,12:00,12:15,.098,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,12:15,12:30,.811,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,12:30,12:45,.131,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,12:45,13:00,.642,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,13:00,13:15,.216,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,13:15,13:30,.545,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,13:30,13:45,.386,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,13:45,14:00,.344,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,14:00,14:15,.598,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,14:15,14:30,.618,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,14:30,14:45,.126,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,14:45,15:00,.599,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,15:00,15:15,.656,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,15:15,15:30,.582,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,15:30,15:45,.427,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,15:45,16:00,.964,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,16:00,16:15,.716,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,16:15,16:30,.472,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,16:30,16:45,.461,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,16:45,17:00,.784,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,17:00,17:15,.641,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,17:15,17:30,.434,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,17:30,17:45,.758,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,17:45,18:00,.653,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,18:00,18:15,.676,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,18:15,18:30,.199,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,18:30,18:45,.758,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,18:45,19:00,.498,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,19:00,19:15,.497,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,19:15,19:30,.547,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,19:30,19:45,.33,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,19:45,20:00,.314,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,20:00,20:15,.791,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,20:15,20:30,.094,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,20:30,20:45,.571,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,20:45,21:00,.27,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,21:00,21:15,.608,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,21:15,21:30,.474,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,21:30,21:45,.074,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,21:45,22:00,.508,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,22:00,22:15,.071,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,22:15,22:30,.475,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,22:30,22:45,.292,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,22:45,23:00,.172,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,23:00,23:15,.684,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,23:15,23:30,.248,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,23:30,23:45,.701,A,Consumption
'10443720007382518,08/26/2022,08/27/2022 06:50:23,23:45,00:00,.421,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,00:00,00:15,.558,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,00:15,00:30,.23,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,00:30,00:45,.325,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,00:45,01:00,.066,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,01:00,01:15,.45,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,01:15,01:30,.1,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,01:30,01:45,.083,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,01:45,02:00,.2,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,02:00,02:15,.396,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,02:15,02:30,.055,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,02:30,02:45,.053,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,02:45,03:00,.413,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,03:00,03:15,.046,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,03:15,03:30,.044,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,03:30,03:45,.385,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,03:45,04:00,.04,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,04:00,04:15,.04,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,04:15,04:30,.396,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,04:30,04:45,.037,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,04:45,05:00,.04,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,05:00,05:15,.398,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,05:15,05:30,.038,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,05:30,05:45,.031,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,05:45,06:00,.03,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,06:00,06:15,.377,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,06:15,06:30,.037,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,06:30,06:45,.038,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,06:45,07:00,.031,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,07:00,07:15,.346,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,07:15,07:30,.041,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,07:30,07:45,.038,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,07:45,08:00,.038,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,08:00,08:15,.366,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,08:15,08:30,.031,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,08:30,08:45,.209,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,08:45,09:00,.313,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,09:00,09:15,.485,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,09:15,09:30,.065,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,09:30,09:45,.474,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,09:45,10:00,.146,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,10:00,10:15,.391,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,10:15,10:30,.551,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,10:30,10:45,.26,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,10:45,11:00,.469,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,11:00,11:15,.619,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,11:15,11:30,.49,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,11:30,11:45,.176,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,11:45,12:00,.578,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,12:00,12:15,.546,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,12:15,12:30,.052,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,12:30,12:45,.532,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,12:45,13:00,.257,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,13:00,13:15,.437,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,13:15,13:30,.572,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,13:30,13:45,.08,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,13:45,14:00,.574,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,14:00,14:15,.343,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,14:15,14:30,.314,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,14:30,14:45,.701,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,14:45,15:00,.344,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,15:00,15:15,.424,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,15:15,15:30,.637,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,15:30,15:45,.18,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,15:45,16:00,.718,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,16:00,16:15,.542,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,16:15,16:30,.059,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,16:30,16:45,.712,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,16:45,17:00,.613,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,17:00,17:15,.359,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,17:15,17:30,.508,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,17:30,17:45,.864,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,17:45,18:00,.119,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,18:00,18:15,.782,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,18:15,18:30,.532,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,18:30,18:45,.113,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,18:45,19:00,.64,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,19:00,19:15,.618,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,19:15,19:30,.316,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,19:30,19:45,.539,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,19:45,20:00,.469,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,20:00,20:15,.959,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,20:15,20:30,1.441,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,20:30,20:45,.624,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,20:45,21:00,.594,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,21:00,21:15,.085,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,21:15,21:30,.504,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,21:30,21:45,.296,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,21:45,22:00,.461,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,22:00,22:15,.084,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,22:15,22:30,.452,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,22:30,22:45,.125,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,22:45,23:00,.335,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,23:00,23:15,.246,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,23:15,23:30,.558,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,23:30,23:45,.306,A,Consumption
'10443720007382518,08/27/2022,08/28/2022 07:29:28,23:45,00:00,.607,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,00:00,00:15,.286,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,00:15,00:30,.56,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,00:30,00:45,.058,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,00:45,01:00,.307,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,01:00,01:15,.176,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,01:15,01:30,.098,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,01:30,01:45,.396,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,01:45,02:00,.046,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,02:00,02:15,.418,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,02:15,02:30,.04,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,02:30,02:45,.397,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,02:45,03:00,.052,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,03:00,03:15,.038,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,03:15,03:30,.407,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,03:30,03:45,.041,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,03:45,04:00,.172,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,04:00,04:15,.263,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,04:15,04:30,.03,A,Consumption
'10443720007382518,08/28/2022,08/29/2022 08:14:15,04:30,04:45,.371,A,Consumption
